subject	predicate	object
Customer15761043	NumOfProducts	NumOfProducts2
Customer15761043	HasCrCard	HasCrCardYes
Customer15761043	IsActiveMember	IsActiveMemberNo
Customer15761043	CreditScore	CreditScore4
Customer15761043	Balance	Balance1
Customer15761043	EstimatedSalary	EstimatedSalary3
Customer15782236	Gender	GenderMale
Customer15782236	Age	Age34
Customer15782236	Geography	GeographySpain
Customer15782236	Tenure	Tenure5
Customer15782236	NumOfProducts	NumOfProducts2
Customer15782236	HasCrCard	HasCrCardNo
Customer15782236	IsActiveMember	IsActiveMemberNo
Customer15782236	CreditScore	CreditScore5
Customer15782236	Balance	Balance0
Customer15782236	EstimatedSalary	EstimatedSalary2
Customer15593601	Gender	GenderMale
Customer15593601	Age	Age34
Customer15593601	Geography	GeographyFrance
Customer15593601	Tenure	Tenure6
Customer15593601	NumOfProducts	NumOfProducts1
Customer15593601	HasCrCard	HasCrCardYes
Customer15593601	IsActiveMember	IsActiveMemberYes
Customer15593601	CreditScore	CreditScore5
Customer15593601	Balance	Balance2
Customer15593601	EstimatedSalary	EstimatedSalary0
Customer15682048	Gender	GenderFemale
Customer15682048	Age	Age51
Customer15682048	Geography	GeographyFrance
Customer15682048	Tenure	Tenure3
Customer15682048	NumOfProducts	NumOfProducts1
Customer15682048	HasCrCard	HasCrCardYes
Customer15682048	IsActiveMember	IsActiveMemberYes
Customer15682048	CreditScore	CreditScore4
Customer15682048	Balance	Balance2
Customer15682048	EstimatedSalary	EstimatedSalary2
Customer15746902	Gender	GenderMale
Customer15746902	Age	Age38
Customer15746902	Geography	GeographySpain
Customer15746902	Tenure	Tenure9
Customer15746902	NumOfProducts	NumOfProducts2
Customer15746902	HasCrCard	HasCrCardYes
Customer15746902	IsActiveMember	IsActiveMemberNo
Customer15746902	CreditScore	CreditScore5
Customer15746902	Balance	Balance0
Customer15746902	EstimatedSalary	EstimatedSalary3
Customer15752081	Gender	GenderFemale
Customer15752081	Age	Age56
Customer15752081	Geography	GeographyFrance
Customer15752081	Tenure	Tenure10
Customer15752081	NumOfProducts	NumOfProducts3
Customer15752081	HasCrCard	HasCrCardNo
Customer15752081	IsActiveMember	IsActiveMemberYes
Customer15752081	CreditScore	CreditScore2
Customer15752081	Balance	Balance0
Customer15752081	EstimatedSalary	EstimatedSalary2
Customer15781307	Gender	GenderMale
Customer15781307	Age	Age37
Customer15781307	Geography	GeographyGermany
Customer15781307	Tenure	Tenure7
Customer15781307	NumOfProducts	NumOfProducts2
Customer15781307	HasCrCard	HasCrCardYes
Customer15781307	IsActiveMember	IsActiveMemberNo
Customer15781307	CreditScore	CreditScore5
Customer15781307	Balance	Balance2
Customer15781307	EstimatedSalary	EstimatedSalary5
Customer15775912	Gender	GenderMale
Customer15775912	Age	Age48
Customer15775912	Geography	GeographyFrance
Customer15775912	Tenure	Tenure4
Customer15775912	NumOfProducts	NumOfProducts2
Customer15775912	HasCrCard	HasCrCardNo
Customer15775912	IsActiveMember	IsActiveMemberYes
Customer15775912	CreditScore	CreditScore4
Customer15775912	Balance	Balance2
Customer15775912	EstimatedSalary	EstimatedSalary7
Customer15745417	Gender	GenderMale
Customer15745417	Age	Age58
Customer15745417	Geography	GeographyFrance
Customer15745417	Tenure	Tenure6
Customer15745417	NumOfProducts	NumOfProducts1
Customer15745417	HasCrCard	HasCrCardNo
Customer15745417	IsActiveMember	IsActiveMemberYes
Customer15745417	CreditScore	CreditScore5
Customer15745417	Balance	Balance1
Customer15745417	EstimatedSalary	EstimatedSalary5
Customer15671256	Gender	GenderFemale
Customer15671256	Age	Age35
Customer15671256	Geography	GeographyFrance
Customer15671256	Tenure	Tenure1
Customer15671256	NumOfProducts	NumOfProducts1
Customer15671256	HasCrCard	HasCrCardYes
Customer15671256	IsActiveMember	IsActiveMemberNo
Customer15671256	CreditScore	CreditScore6
Customer15671256	Balance	Balance4
Customer15671256	EstimatedSalary	EstimatedSalary7
Customer15653547	Gender	GenderMale
Customer15653547	Age	Age56
Customer15653547	Geography	GeographyFrance
Customer15653547	Tenure	Tenure7
Customer15653547	NumOfProducts	NumOfProducts1
Customer15653547	HasCrCard	HasCrCardYes
Customer15653547	IsActiveMember	IsActiveMemberYes
Customer15653547	CreditScore	CreditScore6
Customer15653547	Balance	Balance2
Customer15653547	EstimatedSalary	EstimatedSalary4
Customer15595766	Gender	GenderMale
Customer15595766	Age	Age37
Customer15595766	Geography	GeographySpain
Customer15595766	Tenure	Tenure5
Customer15595766	NumOfProducts	NumOfProducts2
Customer15595766	HasCrCard	HasCrCardYes
Customer15595766	IsActiveMember	IsActiveMemberYes
Customer15595766	CreditScore	CreditScore3
Customer15595766	Balance	Balance1
Customer15595766	EstimatedSalary	EstimatedSalary5
Customer15742358	Gender	GenderMale
Customer15742358	Age	Age32
Customer15742358	Geography	GeographyGermany
Customer15742358	Tenure	Tenure8
Customer15742358	NumOfProducts	NumOfProducts1
Customer15742358	HasCrCard	HasCrCardYes
Customer15742358	IsActiveMember	IsActiveMemberYes
Customer15742358	CreditScore	CreditScore4
Customer15742358	Balance	Balance2
Customer15742358	EstimatedSalary	EstimatedSalary4
Customer15763274	Gender	GenderMale
Customer15763274	Age	Age48
Customer15763274	Geography	GeographyFrance
Customer15763274	Tenure	Tenure3
Customer15763274	NumOfProducts	NumOfProducts1
Customer15763274	HasCrCard	HasCrCardNo
Customer15763274	IsActiveMember	IsActiveMemberNo
Customer15763274	CreditScore	CreditScore4
Customer15763274	Balance	Balance2
Customer15763274	EstimatedSalary	EstimatedSalary3
Customer15786063	Gender	GenderFemale
Customer15786063	Age	Age31
Customer15786063	Geography	GeographyFrance
Customer15786063	Tenure	Tenure2
Customer15786063	NumOfProducts	NumOfProducts2
Customer15786063	HasCrCard	HasCrCardYes
Customer15786063	IsActiveMember	IsActiveMemberYes
Customer15786063	CreditScore	CreditScore5
Customer15786063	Balance	Balance0
Customer15786063	EstimatedSalary	EstimatedSalary4
Customer15600258	Gender	GenderMale
Customer15600258	Age	Age43
Customer15600258	Geography	GeographyFrance
Customer15600258	Tenure	Tenure2
Customer15600258	NumOfProducts	NumOfProducts2
Customer15600258	HasCrCard	HasCrCardYes
Customer15600258	IsActiveMember	IsActiveMemberYes
Customer15600258	CreditScore	CreditScore5
Customer15600258	Balance	Balance0
Customer15600258	EstimatedSalary	EstimatedSalary6
Customer15573318	Gender	GenderMale
Customer15573318	Age	Age26
Customer15573318	Geography	GeographyFrance
Customer15573318	Tenure	Tenure8
Customer15573318	NumOfProducts	NumOfProducts2
Customer15573318	HasCrCard	HasCrCardYes
Customer15573318	IsActiveMember	IsActiveMemberNo
Customer15573318	CreditScore	CreditScore4
Customer15573318	Balance	Balance0
Customer15573318	EstimatedSalary	EstimatedSalary6
Customer15653849	Gender	GenderFemale
Customer15653849	Age	Age48
Customer15653849	Geography	GeographyGermany
Customer15653849	Tenure	Tenure3
Customer15653849	NumOfProducts	NumOfProducts1
Customer15653849	HasCrCard	HasCrCardYes
Customer15653849	IsActiveMember	IsActiveMemberNo
Customer15653849	CreditScore	CreditScore3
Customer15653849	Balance	Balance3
Customer15653849	EstimatedSalary	EstimatedSalary1
Customer15694272	Gender	GenderMale
Customer15694272	Age	Age30
Customer15694272	Geography	GeographyFrance
Customer15694272	Tenure	Tenure1
Customer15694272	NumOfProducts	NumOfProducts1
Customer15694272	HasCrCard	HasCrCardYes
Customer15694272	IsActiveMember	IsActiveMemberYes
Customer15694272	CreditScore	CreditScore4
Customer15694272	Balance	Balance1
Customer15694272	EstimatedSalary	EstimatedSalary3
Customer15736112	Gender	GenderFemale
Customer15736112	Age	Age57
Customer15736112	Geography	GeographySpain
Customer15736112	Tenure	Tenure2
Customer15736112	NumOfProducts	NumOfProducts2
Customer15736112	HasCrCard	HasCrCardYes
Customer15736112	IsActiveMember	IsActiveMemberYes
Customer15736112	CreditScore	CreditScore3
Customer15736112	Balance	Balance2
Customer15736112	EstimatedSalary	EstimatedSalary1
Customer15749851	Gender	GenderFemale
Customer15749851	Age	Age26
Customer15749851	Geography	GeographySpain
Customer15749851	Tenure	Tenure4
Customer15749851	NumOfProducts	NumOfProducts1
Customer15749851	HasCrCard	HasCrCardNo
Customer15749851	IsActiveMember	IsActiveMemberYes
Customer15749851	CreditScore	CreditScore5
Customer15749851	Balance	Balance2
Customer15749851	EstimatedSalary	EstimatedSalary2
Customer15663478	Gender	GenderMale
Customer15663478	Age	Age32
Customer15663478	Geography	GeographyFrance
Customer15663478	Tenure	Tenure6
Customer15663478	NumOfProducts	NumOfProducts1
Customer15663478	HasCrCard	HasCrCardYes
Customer15663478	IsActiveMember	IsActiveMemberYes
Customer15663478	CreditScore	CreditScore5
Customer15663478	Balance	Balance1
Customer15663478	EstimatedSalary	EstimatedSalary3
Customer15592300	Gender	GenderMale
Customer15592300	Age	Age35
Customer15592300	Geography	GeographySpain
Customer15592300	Tenure	Tenure10
Customer15592300	NumOfProducts	NumOfProducts1
Customer15592300	HasCrCard	HasCrCardYes
Customer15592300	IsActiveMember	IsActiveMemberNo
Customer15592300	CreditScore	CreditScore3
Customer15592300	Balance	Balance1
Customer15592300	EstimatedSalary	EstimatedSalary3
Customer15567832	Gender	GenderFemale
Customer15567832	Age	Age40
Customer15567832	Geography	GeographyFrance
Customer15567832	Tenure	Tenure7
Customer15567832	NumOfProducts	NumOfProducts1
Customer15567832	HasCrCard	HasCrCardYes
Customer15567832	IsActiveMember	IsActiveMemberNo
Customer15567832	CreditScore	CreditScore3
Customer15567832	Balance	Balance2
Customer15567832	EstimatedSalary	EstimatedSalary2
Customer15776780	Gender	GenderMale
Customer15776780	Age	Age59
Customer15776780	Geography	GeographyFrance
Customer15776780	Tenure	Tenure1
Customer15776780	NumOfProducts	NumOfProducts1
Customer15776780	HasCrCard	HasCrCardYes
Customer15776780	IsActiveMember	IsActiveMemberNo
Customer15776780	CreditScore	CreditScore4
Customer15776780	Balance	Balance0
Customer15776780	EstimatedSalary	EstimatedSalary2
Customer15592846	Gender	GenderMale
Customer15592846	Age	Age35
Customer15592846	Geography	GeographyGermany
Customer15592846	Tenure	Tenure10
Customer15592846	NumOfProducts	NumOfProducts2
Customer15592846	HasCrCard	HasCrCardYes
Customer15592846	IsActiveMember	IsActiveMemberNo
Customer15592846	CreditScore	CreditScore4
Customer15592846	Balance	Balance2
Customer15592846	EstimatedSalary	EstimatedSalary2
Customer15739803	Gender	GenderMale
Customer15739803	Age	Age34
Customer15739803	Geography	GeographySpain
Customer15739803	Tenure	Tenure9
Customer15739803	NumOfProducts	NumOfProducts2
Customer15739803	HasCrCard	HasCrCardYes
Customer15739803	IsActiveMember	IsActiveMemberNo
Customer15739803	CreditScore	CreditScore4
Customer15739803	Balance	Balance0
Customer15739803	EstimatedSalary	EstimatedSalary5
Customer15794142	Gender	GenderFemale
Customer15794142	Age	Age62
Customer15794142	Geography	GeographyGermany
Customer15794142	Tenure	Tenure5
Customer15794142	NumOfProducts	NumOfProducts3
Customer15794142	HasCrCard	HasCrCardNo
Customer15794142	IsActiveMember	IsActiveMemberYes
Customer15794142	CreditScore	CreditScore3
Customer15794142	Balance	Balance2
Customer15794142	EstimatedSalary	EstimatedSalary0
Customer15762729	Gender	GenderFemale
Customer15762729	Age	Age28
Customer15762729	Geography	GeographyGermany
Customer15762729	Tenure	Tenure1
Customer15762729	NumOfProducts	NumOfProducts1
Customer15762729	HasCrCard	HasCrCardYes
Customer15762729	IsActiveMember	IsActiveMemberNo
Customer15762729	CreditScore	CreditScore5
Customer15762729	Balance	Balance2
Customer15762729	EstimatedSalary	EstimatedSalary2
Customer15667896	Gender	GenderMale
Customer15667896	Age	Age37
Customer15667896	Geography	GeographyFrance
Customer15667896	Tenure	Tenure8
Customer15667896	NumOfProducts	NumOfProducts2
Customer15667896	HasCrCard	HasCrCardYes
Customer15667896	IsActiveMember	IsActiveMemberYes
Customer15667896	CreditScore	CreditScore6
Customer15667896	Balance	Balance3
Customer15667896	EstimatedSalary	EstimatedSalary5
Customer15626578	Gender	GenderMale
Customer15626578	Age	Age26
Customer15626578	Geography	GeographyFrance
Customer15626578	Tenure	Tenure9
Customer15626578	NumOfProducts	NumOfProducts2
Customer15626578	HasCrCard	HasCrCardYes
Customer15626578	IsActiveMember	IsActiveMemberYes
Customer15626578	CreditScore	CreditScore4
Customer15626578	Balance	Balance0
Customer15626578	EstimatedSalary	EstimatedSalary6
Customer15776223	Gender	GenderFemale
Customer15776223	Age	Age42
Customer15776223	Geography	GeographyFrance
Customer15776223	Tenure	Tenure4
Customer15776223	NumOfProducts	NumOfProducts1
Customer15776223	HasCrCard	HasCrCardYes
Customer15776223	IsActiveMember	IsActiveMemberYes
Customer15776223	CreditScore	CreditScore3
Customer15776223	Balance	Balance1
Customer15776223	EstimatedSalary	EstimatedSalary4
Customer15705953	Gender	GenderMale
Customer15705953	Age	Age51
Customer15705953	Geography	GeographySpain
Customer15705953	Tenure	Tenure0
Customer15705953	NumOfProducts	NumOfProducts1
Customer15705953	HasCrCard	HasCrCardYes
Customer15705953	IsActiveMember	IsActiveMemberNo
Customer15705953	CreditScore	CreditScore5
Customer15705953	Balance	Balance3
Customer15705953	EstimatedSalary	EstimatedSalary4
Customer15802593	Gender	GenderFemale
Customer15802593	Age	Age49
Customer15802593	Geography	GeographyFrance
Customer15802593	Tenure	Tenure7
Customer15802593	NumOfProducts	NumOfProducts3
Customer15802593	HasCrCard	HasCrCardNo
Customer15802593	IsActiveMember	IsActiveMemberYes
Customer15802593	CreditScore	CreditScore3
Customer15802593	Balance	Balance0
Customer15802593	EstimatedSalary	EstimatedSalary3
Customer15615457	Gender	GenderFemale
Customer15615457	Age	Age44
Customer15615457	Geography	GeographySpain
Customer15615457	Tenure	Tenure2
Customer15615457	NumOfProducts	NumOfProducts2
Customer15615457	HasCrCard	HasCrCardYes
Customer15615457	IsActiveMember	IsActiveMemberNo
Customer15615457	CreditScore	CreditScore6
Customer15615457	Balance	Balance2
Customer15615457	EstimatedSalary	EstimatedSalary5
Customer15708916	Gender	GenderMale
Customer15708916	Age	Age38
Customer15708916	Geography	GeographyFrance
Customer15708916	Tenure	Tenure0
Customer15708916	NumOfProducts	NumOfProducts2
Customer15708916	HasCrCard	HasCrCardYes
Customer15708916	IsActiveMember	IsActiveMemberNo
Customer15708916	CreditScore	CreditScore3
Customer15708916	Balance	Balance0
Customer15708916	EstimatedSalary	EstimatedSalary1
Customer15720187	Gender	GenderFemale
Customer15720187	Age	Age30
Customer15720187	Geography	GeographyGermany
Customer15720187	Tenure	Tenure7
Customer15720187	NumOfProducts	NumOfProducts2
Customer15720187	HasCrCard	HasCrCardYes
Customer15720187	IsActiveMember	IsActiveMemberNo
Customer15720187	CreditScore	CreditScore2
Customer15720187	Balance	Balance2
Customer15720187	EstimatedSalary	EstimatedSalary1
Customer15595440	Gender	GenderMale
Customer15595440	Age	Age49
Customer15595440	Geography	GeographyFrance
Customer15595440	Tenure	Tenure7
Customer15595440	NumOfProducts	NumOfProducts2
Customer15595440	HasCrCard	HasCrCardYes
Customer15595440	IsActiveMember	IsActiveMemberYes
Customer15595440	CreditScore	CreditScore3
Customer15595440	Balance	Balance2
Customer15595440	EstimatedSalary	EstimatedSalary3
Customer15600651	Gender	GenderMale
Customer15600651	Age	Age24
Customer15600651	Geography	GeographyFrance
Customer15600651	Tenure	Tenure1
Customer15600651	NumOfProducts	NumOfProducts3
Customer15600651	HasCrCard	HasCrCardYes
Customer15600651	IsActiveMember	IsActiveMemberYes
Customer15600651	CreditScore	CreditScore5
Customer15600651	Balance	Balance0
Customer15600651	EstimatedSalary	EstimatedSalary1
Customer15750141	Gender	GenderFemale
Customer15750141	Age	Age36
Customer15750141	Geography	GeographyGermany
Customer15750141	Tenure	Tenure3
Customer15750141	NumOfProducts	NumOfProducts2
Customer15750141	HasCrCard	HasCrCardYes
Customer15750141	IsActiveMember	IsActiveMemberNo
Customer15750141	CreditScore	CreditScore5
Customer15750141	Balance	Balance1
Customer15750141	EstimatedSalary	EstimatedSalary1
Customer15657284	Gender	GenderMale
Customer15657284	Age	Age47
Customer15657284	Geography	GeographyGermany
Customer15657284	Tenure	Tenure6
Customer15657284	NumOfProducts	NumOfProducts1
Customer15657284	HasCrCard	HasCrCardYes
Customer15657284	IsActiveMember	IsActiveMemberYes
Customer15657284	CreditScore	CreditScore4
Customer15657284	Balance	Balance2
Customer15657284	EstimatedSalary	EstimatedSalary0
Customer15763063	Gender	GenderFemale
Customer15763063	Age	Age25
Customer15763063	Geography	GeographySpain
Customer15763063	Tenure	Tenure10
Customer15763063	NumOfProducts	NumOfProducts1
Customer15763063	HasCrCard	HasCrCardYes
Customer15763063	IsActiveMember	IsActiveMemberNo
Customer15763063	CreditScore	CreditScore4
Customer15763063	Balance	Balance2
Customer15763063	EstimatedSalary	EstimatedSalary4
Customer15709324	Gender	GenderMale
Customer15709324	Age	Age34
Customer15709324	Geography	GeographyFrance
Customer15709324	Tenure	Tenure7
Customer15709324	NumOfProducts	NumOfProducts2
Customer15709324	HasCrCard	HasCrCardYes
Customer15709324	IsActiveMember	IsActiveMemberNo
Customer15709324	CreditScore	CreditScore2
Customer15709324	Balance	Balance0
Customer15709324	EstimatedSalary	EstimatedSalary2
Customer15711309	Gender	GenderMale
Customer15711309	Age	Age33
Customer15711309	Geography	GeographyGermany
Customer15711309	Tenure	Tenure3
Customer15711309	NumOfProducts	NumOfProducts1
Customer15711309	HasCrCard	HasCrCardYes
Customer15711309	IsActiveMember	IsActiveMemberNo
Customer15711309	CreditScore	CreditScore3
Customer15711309	Balance	Balance2
Customer15711309	EstimatedSalary	EstimatedSalary7
Customer15775318	Gender	GenderFemale
Customer15775318	Age	Age51
Customer15775318	Geography	GeographySpain
Customer15775318	Tenure	Tenure3
Customer15775318	NumOfProducts	NumOfProducts3
Customer15775318	HasCrCard	HasCrCardNo
Customer15775318	IsActiveMember	IsActiveMemberYes
Customer15775318	CreditScore	CreditScore3
Customer15775318	Balance	Balance3
Customer15775318	EstimatedSalary	EstimatedSalary7
Customer15705515	Gender	GenderMale
Customer15705515	Age	Age40
Customer15705515	Geography	GeographyGermany
Customer15705515	Tenure	Tenure5
Customer15705515	NumOfProducts	NumOfProducts2
Customer15705515	HasCrCard	HasCrCardYes
Customer15705515	IsActiveMember	IsActiveMemberNo
Customer15705515	CreditScore	CreditScore3
Customer15705515	Balance	Balance2
Customer15705515	EstimatedSalary	EstimatedSalary6
Customer15634844	Gender	GenderMale
Customer15634844	Age	Age41
Customer15634844	Geography	GeographyGermany
Customer15634844	Tenure	Tenure3
Customer15634844	NumOfProducts	NumOfProducts1
Customer15634844	HasCrCard	HasCrCardYes
Customer15634844	IsActiveMember	IsActiveMemberNo
Customer15634844	CreditScore	CreditScore3
Customer15634844	Balance	Balance1
Customer15634844	EstimatedSalary	EstimatedSalary7
Customer15717046	Gender	GenderMale
Customer15717046	Age	Age53
Customer15717046	Geography	GeographySpain
Customer15717046	Tenure	Tenure3
Customer15717046	NumOfProducts	NumOfProducts2
Customer15717046	HasCrCard	HasCrCardYes
Customer15717046	IsActiveMember	IsActiveMemberYes
Customer15717046	CreditScore	CreditScore5
Customer15717046	Balance	Balance0
Customer15717046	EstimatedSalary	EstimatedSalary1
Customer15571816	Gender	GenderFemale
Customer15571816	Age	Age70
Customer15571816	Geography	GeographySpain
Customer15571816	Tenure	Tenure5
Customer15571816	NumOfProducts	NumOfProducts1
Customer15571816	HasCrCard	HasCrCardYes
Customer15571816	IsActiveMember	IsActiveMemberYes
Customer15571816	CreditScore	CreditScore6
Customer15571816	Balance	Balance0
Customer15571816	EstimatedSalary	EstimatedSalary0
Customer15670080	Gender	GenderFemale
Customer15670080	Age	Age29
Customer15670080	Geography	GeographyGermany
Customer15670080	Tenure	Tenure7
Customer15670080	NumOfProducts	NumOfProducts1
Customer15670080	HasCrCard	HasCrCardNo
Customer15670080	IsActiveMember	IsActiveMemberYes
Customer15670080	CreditScore	CreditScore3
Customer15670080	Balance	Balance2
Customer15670080	EstimatedSalary	EstimatedSalary5
Customer15800440	Gender	GenderMale
Customer15800440	Age	Age61
Customer15800440	Geography	GeographySpain
Customer15800440	Tenure	Tenure1
Customer15800440	NumOfProducts	NumOfProducts1
Customer15800440	HasCrCard	HasCrCardNo
Customer15800440	IsActiveMember	IsActiveMemberYes
Customer15800440	CreditScore	CreditScore4
Customer15800440	Balance	Balance3
Customer15800440	EstimatedSalary	EstimatedSalary3
Customer15665678	Gender	GenderMale
Customer15665678	Age	Age36
Customer15665678	Geography	GeographySpain
Customer15665678	Tenure	Tenure8
Customer15665678	NumOfProducts	NumOfProducts1
Customer15665678	HasCrCard	HasCrCardYes
Customer15665678	IsActiveMember	IsActiveMemberYes
Customer15665678	CreditScore	CreditScore4
Customer15665678	Balance	Balance3
Customer15665678	EstimatedSalary	EstimatedSalary3
Customer15665956	Gender	GenderFemale
Customer15665956	Age	Age46
Customer15665956	Geography	GeographyFrance
Customer15665956	Tenure	Tenure1
Customer15665956	NumOfProducts	NumOfProducts1
Customer15665956	HasCrCard	HasCrCardYes
Customer15665956	IsActiveMember	IsActiveMemberNo
Customer15665956	CreditScore	CreditScore3
Customer15665956	Balance	Balance0
Customer15665956	EstimatedSalary	EstimatedSalary2
Customer15788126	Gender	GenderFemale
Customer15788126	Age	Age38
Customer15788126	Geography	GeographySpain
Customer15788126	Tenure	Tenure6
Customer15788126	NumOfProducts	NumOfProducts1
Customer15788126	HasCrCard	HasCrCardYes
Customer15788126	IsActiveMember	IsActiveMemberYes
Customer15788126	CreditScore	CreditScore4
Customer15788126	Balance	Balance2
Customer15788126	EstimatedSalary	EstimatedSalary0
Customer15811773	Gender	GenderMale
Customer15811773	Age	Age36
Customer15811773	Geography	GeographyFrance
Customer15811773	Tenure	Tenure4
Customer15811773	NumOfProducts	NumOfProducts2
Customer15811773	HasCrCard	HasCrCardYes
Customer15811773	IsActiveMember	IsActiveMemberYes
Customer15811773	CreditScore	CreditScore3
Customer15811773	Balance	Balance0
Customer15811773	EstimatedSalary	EstimatedSalary5
Customer15651674	Gender	GenderFemale
Customer15651674	Age	Age54
Customer15651674	Geography	GeographySpain
Customer15651674	Tenure	Tenure2
Customer15651674	NumOfProducts	NumOfProducts1
Customer15651674	HasCrCard	HasCrCardNo
Customer15651674	IsActiveMember	IsActiveMemberNo
Customer15651674	CreditScore	CreditScore2
Customer15651674	Balance	Balance0
Customer15651674	EstimatedSalary	EstimatedSalary7
Customer15689614	Gender	GenderFemale
Customer15689614	Age	Age63
Customer15689614	Geography	GeographySpain
Customer15689614	Tenure	Tenure1
Customer15689614	NumOfProducts	NumOfProducts1
Customer15689614	HasCrCard	HasCrCardYes
Customer15689614	IsActiveMember	IsActiveMemberYes
Customer15689614	CreditScore	CreditScore4
Customer15689614	Balance	Balance2
Customer15689614	EstimatedSalary	EstimatedSalary1
Customer15795564	Gender	GenderMale
Customer15795564	Age	Age31
Customer15795564	Geography	GeographyGermany
Customer15795564	Tenure	Tenure5
Customer15795564	NumOfProducts	NumOfProducts2
Customer15795564	HasCrCard	HasCrCardYes
Customer15795564	IsActiveMember	IsActiveMemberYes
Customer15795564	CreditScore	CreditScore5
Customer15795564	Balance	Balance2
Customer15795564	EstimatedSalary	EstimatedSalary2
Customer15706647	Gender	GenderMale
Customer15706647	Age	Age31
Customer15706647	Geography	GeographyFrance
Customer15706647	Tenure	Tenure7
Customer15706647	NumOfProducts	NumOfProducts3
Customer15706647	HasCrCard	HasCrCardYes
Customer15706647	IsActiveMember	IsActiveMemberYes
Customer15706647	CreditScore	CreditScore5
Customer15706647	Balance	Balance0
Customer15706647	EstimatedSalary	EstimatedSalary6
Customer15728505	Gender	GenderMale
Customer15728505	Age	Age44
Customer15728505	Geography	GeographyFrance
Customer15728505	Tenure	Tenure1
Customer15728505	NumOfProducts	NumOfProducts2
Customer15728505	HasCrCard	HasCrCardYes
Customer15728505	IsActiveMember	IsActiveMemberYes
Customer15728505	CreditScore	CreditScore4
Customer15728505	Balance	Balance2
Customer15728505	EstimatedSalary	EstimatedSalary2
Customer15730076	Gender	GenderMale
Customer15730076	Age	Age45
Customer15730076	Geography	GeographyFrance
Customer15730076	Tenure	Tenure1
Customer15730076	NumOfProducts	NumOfProducts1
Customer15730076	HasCrCard	HasCrCardYes
Customer15730076	IsActiveMember	IsActiveMemberNo
Customer15730076	CreditScore	CreditScore4
Customer15730076	Balance	Balance0
Customer15730076	EstimatedSalary	EstimatedSalary2
Customer15622003	Gender	GenderMale
Customer15622003	Age	Age35
Customer15622003	Geography	GeographyFrance
Customer15622003	Tenure	Tenure9
Customer15622003	NumOfProducts	NumOfProducts2
Customer15622003	HasCrCard	HasCrCardYes
Customer15622003	IsActiveMember	IsActiveMemberNo
Customer15622003	CreditScore	CreditScore5
Customer15622003	Balance	Balance1
Customer15622003	EstimatedSalary	EstimatedSalary6
Customer15607312	Gender	GenderFemale
Customer15607312	Age	Age49
Customer15607312	Geography	GeographySpain
Customer15607312	Tenure	Tenure10
Customer15607312	NumOfProducts	NumOfProducts2
Customer15607312	HasCrCard	HasCrCardYes
Customer15607312	IsActiveMember	IsActiveMemberYes
Customer15607312	CreditScore	CreditScore4
Customer15607312	Balance	Balance0
Customer15607312	EstimatedSalary	EstimatedSalary6
Customer15644753	Gender	GenderMale
Customer15644753	Age	Age40
Customer15644753	Geography	GeographySpain
Customer15644753	Tenure	Tenure3
Customer15644753	NumOfProducts	NumOfProducts1
Customer15644753	HasCrCard	HasCrCardYes
Customer15644753	IsActiveMember	IsActiveMemberYes
Customer15644753	CreditScore	CreditScore6
Customer15644753	Balance	Balance2
Customer15644753	EstimatedSalary	EstimatedSalary1
Customer15653620	Gender	GenderFemale
Customer15653620	Age	Age27
Customer15653620	Geography	GeographyFrance
Customer15653620	Tenure	Tenure8
Customer15653620	NumOfProducts	NumOfProducts2
Customer15653620	HasCrCard	HasCrCardYes
Customer15653620	IsActiveMember	IsActiveMemberYes
Customer15653620	CreditScore	CreditScore3
Customer15653620	Balance	Balance0
Customer15653620	EstimatedSalary	EstimatedSalary0
Customer15761986	Gender	GenderFemale
Customer15761986	Age	Age32
Customer15761986	Geography	GeographySpain
Customer15761986	Tenure	Tenure3
Customer15761986	NumOfProducts	NumOfProducts1
Customer15761986	HasCrCard	HasCrCardYes
Customer15761986	IsActiveMember	IsActiveMemberNo
Customer15761986	CreditScore	CreditScore2
Customer15761986	Balance	Balance2
Customer15761986	EstimatedSalary	EstimatedSalary3
Customer15633922	Gender	GenderMale
Customer15633922	Age	Age30
Customer15633922	Geography	GeographyFrance
Customer15633922	Tenure	Tenure4
Customer15633922	NumOfProducts	NumOfProducts2
Customer15633922	HasCrCard	HasCrCardNo
Customer15633922	IsActiveMember	IsActiveMemberYes
Customer15633922	CreditScore	CreditScore5
Customer15633922	Balance	Balance2
Customer15633922	EstimatedSalary	EstimatedSalary5
Customer15734674	Gender	GenderFemale
Customer15734674	Age	Age41
Customer15734674	Geography	GeographyFrance
Customer15734674	Tenure	Tenure6
Customer15734674	NumOfProducts	NumOfProducts1
Customer15734674	HasCrCard	HasCrCardYes
Customer15734674	IsActiveMember	IsActiveMemberNo
Customer15734674	CreditScore	CreditScore3
Customer15734674	Balance	Balance0
Customer15734674	EstimatedSalary	EstimatedSalary2
Customer15658032	Gender	GenderMale
Customer15658032	Age	Age39
Customer15658032	Geography	GeographyFrance
Customer15658032	Tenure	Tenure2
Customer15658032	NumOfProducts	NumOfProducts2
Customer15658032	HasCrCard	HasCrCardYes
Customer15658032	IsActiveMember	IsActiveMemberYes
Customer15658032	CreditScore	CreditScore5
Customer15658032	Balance	Balance0
Customer15658032	EstimatedSalary	EstimatedSalary3
Customer15692671	Gender	GenderMale
Customer15692671	Age	Age36
