subject	predicate	object
User463423	Spending_Score	Spending_ScoreAverage
User463423	Family_Size	Family_Size3.0
User463423	Var_1	Var_1Cat_6
User466992	Gender	GenderFemale
User466992	Ever_Married	Ever_MarriedYes
User466992	Age	Age55
User466992	everGraduated	GraduatedNo
User466992	Profession	ProfessionArtist
User466992	Work_Experience	Work_Experience0.0
User466992	Spending_Score	Spending_ScoreLow
User466992	Family_Size	Family_Size3.0
User466992	Var_1	Var_1Cat_6
User461530	Gender	GenderMale
User461530	Ever_Married	Ever_MarriedYes
User461530	Age	Age42
User461530	everGraduated	GraduatedYes
User461530	Profession	ProfessionEngineer
User461530	Work_Experience	Work_Experience1.0
User461530	Spending_Score	Spending_ScoreLow
User461530	Family_Size	Family_Size2.0
User461530	Var_1	Var_1Cat_6
User465101	Gender	GenderFemale
User465101	Ever_Married	Ever_MarriedYes
User465101	Age	Age88
User465101	everGraduated	GraduatedYes
User465101	Profession	ProfessionLawyer
User465101	Work_Experience	Work_Experience1.0
User465101	Spending_Score	Spending_ScoreLow
User465101	Family_Size	Family_Size1.0
User465101	Var_1	Var_1Cat_6
User464997	Gender	GenderMale
User464997	Ever_Married	Ever_MarriedYes
User464997	Age	Age43
User464997	everGraduated	GraduatedYes
User464997	Profession	ProfessionArtist
User464997	Work_Experience	Work_Experience5.0
User464997	Spending_Score	Spending_ScoreAverage
User464997	Family_Size	Family_Size2.0
User464997	Var_1	Var_1Cat_6
User462255	Gender	GenderMale
User462255	Ever_Married	Ever_MarriedYes
User462255	Age	Age73
User462255	everGraduated	GraduatedYes
User462255	Profession	ProfessionExecutive
User462255	Work_Experience	Work_Experience1.0
User462255	Spending_Score	Spending_ScoreHigh
User462255	Family_Size	Family_Size3.0
User462255	Var_1	Var_1Cat_6
User462616	Gender	GenderMale
User462616	Ever_Married	Ever_MarriedNo
User462616	Age	Age30
User462616	everGraduated	GraduatedNo
User462616	Profession	ProfessionHealthcare
User462616	Work_Experience	Work_Experience0.0
User462616	Spending_Score	Spending_ScoreLow
User462616	Family_Size	Family_Size5.0
User462616	Var_1	Var_1Cat_4
User460968	Gender	GenderMale
User460968	Ever_Married	Ever_MarriedYes
User460968	Age	Age30
User460968	everGraduated	GraduatedNo
User460968	Profession	ProfessionDoctor
User460968	Work_Experience	Work_Experience11.0
User460968	Spending_Score	Spending_ScoreAverage
User460968	Family_Size	Family_Size2.0
User460968	Var_1	Var_1Cat_3
User465235	Gender	GenderMale
User465235	Ever_Married	Ever_MarriedYes
User465235	Age	Age46
User465235	everGraduated	GraduatedYes
User465235	Profession	ProfessionHealthcare
User465235	Work_Experience	Work_Experience1.0
User465235	Spending_Score	Spending_ScoreHigh
User465235	Family_Size	Family_Size3.0
User465235	Var_1	Var_1Cat_6
User461818	Gender	GenderFemale
User461818	Ever_Married	Ever_MarriedYes
User461818	Age	Age43
User461818	everGraduated	GraduatedYes
User461818	Profession	ProfessionArtist
User461818	Work_Experience	Work_Experience2.0
User461818	Spending_Score	Spending_ScoreAverage
User461818	Family_Size	Family_Size2.0
User461818	Var_1	Var_1Cat_6
User463171	Gender	GenderFemale
User463171	Ever_Married	Ever_MarriedYes
User463171	Age	Age36
User463171	everGraduated	GraduatedNo
User463171	Profession	ProfessionEntertainment
User463171	Work_Experience	Work_Experience1.0
User463171	Spending_Score	Spending_ScoreHigh
User463171	Family_Size	Family_Size3.0
User463171	Var_1	Var_1Cat_3
User461634	Gender	GenderMale
User461634	Ever_Married	Ever_MarriedYes
User461634	Age	Age63
User461634	everGraduated	GraduatedYes
User461634	Profession	ProfessionEntertainment
User461634	Work_Experience	Work_Experience1.0
User461634	Spending_Score	Spending_ScoreLow
User461634	Family_Size	Family_Size1.0
User461634	Var_1	Var_1Cat_6
User462150	Gender	GenderMale
User462150	Ever_Married	Ever_MarriedYes
User462150	Age	Age35
User462150	everGraduated	GraduatedYes
User462150	Profession	ProfessionArtist
User462150	Work_Experience	Work_Experience7.0
User462150	Spending_Score	Spending_ScoreLow
User462150	Family_Size	Family_Size2.0
User462150	Var_1	Var_1Cat_6
User461503	Gender	GenderFemale
User461503	Ever_Married	Ever_MarriedNo
User461503	Age	Age31
User461503	everGraduated	GraduatedYes
User461503	Profession	ProfessionArtist
User461503	Work_Experience	Work_Experience9.0
User461503	Spending_Score	Spending_ScoreLow
User461503	Family_Size	Family_Size2.0
User461503	Var_1	Var_1Cat_6
User463163	Gender	GenderMale
User463163	Ever_Married	Ever_MarriedNo
User463163	Age	Age26
User463163	everGraduated	GraduatedNo
User463163	Profession	ProfessionExecutive
User463163	Work_Experience	Work_Experience2.0
User463163	Spending_Score	Spending_ScoreLow
User463163	Family_Size	Family_Size2.0
User463163	Var_1	Var_1Cat_3
User462358	Gender	GenderMale
User462358	Ever_Married	Ever_MarriedYes
User462358	Age	Age37
User462358	everGraduated	GraduatedNo
User462358	Profession	ProfessionDoctor
User462358	Work_Experience	Work_Experience4.0
User462358	Spending_Score	Spending_ScoreAverage
User462358	Family_Size	Family_Size2.0
User462358	Var_1	Var_1Cat_6
User460647	Gender	GenderFemale
User460647	Ever_Married	Ever_MarriedYes
User460647	Age	Age26
User460647	everGraduated	GraduatedNo
User460647	Profession	ProfessionDoctor
User460647	Work_Experience	Work_Experience1.0
User460647	Spending_Score	Spending_ScoreAverage
User460647	Family_Size	Family_Size2.0
User460647	Var_1	Var_1Cat_4
User464888	Gender	GenderMale
User464888	Ever_Married	Ever_MarriedYes
User464888	Age	Age37
User464888	everGraduated	GraduatedNo
User464888	Profession	ProfessionEntertainment
User464888	Work_Experience	Work_Experience0.0
User464888	Spending_Score	Spending_ScoreLow
User464888	Family_Size	Family_Size5.0
User464888	Var_1	Var_1Cat_4
User461652	Gender	GenderFemale
User461652	Ever_Married	Ever_MarriedYes
User461652	Age	Age53
User461652	everGraduated	GraduatedYes
User461652	Profession	ProfessionArtist
User461652	Work_Experience	Work_Experience1.0
User461652	Spending_Score	Spending_ScoreAverage
User461652	Family_Size	Family_Size3.0
User461652	Var_1	Var_1Cat_6
User467062	Gender	GenderFemale
User467062	Ever_Married	Ever_MarriedNo
User467062	Age	Age55
User467062	everGraduated	GraduatedYes
User467062	Profession	ProfessionArtist
User467062	Work_Experience	Work_Experience1.0
User467062	Spending_Score	Spending_ScoreLow
User467062	Family_Size	Family_Size1.0
User467062	Var_1	Var_1Cat_3
User467157	Gender	GenderMale
User467157	Ever_Married	Ever_MarriedYes
User467157	Age	Age42
User467157	everGraduated	GraduatedYes
User467157	Profession	ProfessionExecutive
User467157	Work_Experience	Work_Experience9.0
User467157	Spending_Score	Spending_ScoreHigh
User467157	Family_Size	Family_Size6.0
User467157	Var_1	Var_1Cat_7
User462509	Gender	GenderFemale
User462509	Ever_Married	Ever_MarriedYes
User462509	Age	Age46
User462509	everGraduated	GraduatedYes
User462509	Profession	ProfessionArtist
User462509	Work_Experience	Work_Experience0.0
User462509	Spending_Score	Spending_ScoreAverage
User462509	Family_Size	Family_Size2.0
User462509	Var_1	Var_1Cat_6
User465499	Gender	GenderMale
User465499	Ever_Married	Ever_MarriedNo
User465499	Age	Age63
User465499	everGraduated	GraduatedYes
User465499	Profession	ProfessionArtist
User465499	Work_Experience	Work_Experience0.0
User465499	Spending_Score	Spending_ScoreLow
User465499	Family_Size	Family_Size1.0
User465499	Var_1	Var_1Cat_6
User464913	Gender	GenderMale
User464913	Ever_Married	Ever_MarriedYes
User464913	Age	Age52
User464913	everGraduated	GraduatedYes
User464913	Profession	ProfessionEntertainment
User464913	Work_Experience	Work_Experience0.0
User464913	Spending_Score	Spending_ScoreLow
User464913	Family_Size	Family_Size4.0
User464913	Var_1	Var_1Cat_4
User465969	Gender	GenderFemale
User465969	Ever_Married	Ever_MarriedNo
User465969	Age	Age28
User465969	everGraduated	GraduatedYes
User465969	Profession	ProfessionDoctor
User465969	Work_Experience	Work_Experience12.0
User465969	Spending_Score	Spending_ScoreLow
User465969	Family_Size	Family_Size2.0
User465969	Var_1	Var_1Cat_7
User464922	Gender	GenderFemale
User464922	Ever_Married	Ever_MarriedNo
User464922	Age	Age20
User464922	everGraduated	GraduatedNo
User464922	Profession	ProfessionHealthcare
User464922	Work_Experience	Work_Experience0.0
User464922	Spending_Score	Spending_ScoreLow
User464922	Family_Size	Family_Size5.0
User464922	Var_1	Var_1Cat_4
User463022	Gender	GenderMale
User463022	Ever_Married	Ever_MarriedYes
User463022	Age	Age60
User463022	everGraduated	GraduatedYes
User463022	Profession	ProfessionExecutive
User463022	Work_Experience	Work_Experience4.0
User463022	Spending_Score	Spending_ScoreHigh
User463022	Family_Size	Family_Size3.0
User463022	Var_1	Var_1Cat_6
User464704	Gender	GenderMale
User464704	Ever_Married	Ever_MarriedYes
User464704	Age	Age42
User464704	everGraduated	GraduatedYes
User464704	Profession	ProfessionHealthcare
User464704	Work_Experience	Work_Experience0.0
User464704	Spending_Score	Spending_ScoreAverage
User464704	Family_Size	Family_Size4.0
User464704	Var_1	Var_1Cat_4
User462345	Gender	GenderMale
User462345	Ever_Married	Ever_MarriedYes
User462345	Age	Age46
User462345	everGraduated	GraduatedYes
User462345	Profession	ProfessionDoctor
User462345	Work_Experience	Work_Experience1.0
User462345	Spending_Score	Spending_ScoreAverage
User462345	Family_Size	Family_Size6.0
User462345	Var_1	Var_1Cat_4
User461439	Gender	GenderMale
User461439	Ever_Married	Ever_MarriedYes
User461439	Age	Age37
User461439	everGraduated	GraduatedYes
User461439	Profession	ProfessionArtist
User461439	Work_Experience	Work_Experience1.0
User461439	Spending_Score	Spending_ScoreAverage
User461439	Family_Size	Family_Size2.0
User461439	Var_1	Var_1Cat_6
User461599	Gender	GenderFemale
User461599	Ever_Married	Ever_MarriedNo
User461599	Age	Age42
User461599	everGraduated	GraduatedYes
User461599	Profession	ProfessionArtist
User461599	Work_Experience	Work_Experience8.0
User461599	Spending_Score	Spending_ScoreLow
User461599	Family_Size	Family_Size1.0
User461599	Var_1	Var_1Cat_6
User465705	Gender	GenderFemale
User465705	Ever_Married	Ever_MarriedYes
User465705	Age	Age46
User465705	everGraduated	GraduatedYes
User465705	Profession	ProfessionArtist
User465705	Work_Experience	Work_Experience1.0
User465705	Spending_Score	Spending_ScoreAverage
User465705	Family_Size	Family_Size4.0
User465705	Var_1	Var_1Cat_6
User461043	Gender	GenderMale
User461043	Ever_Married	Ever_MarriedYes
User461043	Age	Age49
User461043	everGraduated	GraduatedNo
User461043	Profession	ProfessionHealthcare
User461043	Work_Experience	Work_Experience0.0
User461043	Spending_Score	Spending_ScoreLow
User461043	Family_Size	Family_Size7.0
User461043	Var_1	Var_1Cat_4
User467551	Gender	GenderFemale
User467551	Ever_Married	Ever_MarriedYes
User467551	Age	Age89
User467551	everGraduated	GraduatedNo
User467551	Profession	ProfessionLawyer
User467551	Work_Experience	Work_Experience0.0
User467551	Spending_Score	Spending_ScoreHigh
User467551	Family_Size	Family_Size2.0
User467551	Var_1	Var_1Cat_6
User464053	Gender	GenderFemale
User464053	Ever_Married	Ever_MarriedYes
User464053	Age	Age38
User464053	everGraduated	GraduatedNo
User464053	Profession	ProfessionEntertainment
User464053	Work_Experience	Work_Experience4.0
User464053	Spending_Score	Spending_ScoreLow
User464053	Family_Size	Family_Size1.0
User464053	Var_1	Var_1Cat_6
User459282	Gender	GenderMale
User459282	Ever_Married	Ever_MarriedYes
User459282	Age	Age48
User459282	everGraduated	GraduatedYes
User459282	Profession	ProfessionArtist
User459282	Work_Experience	Work_Experience0.0
User459282	Spending_Score	Spending_ScoreAverage
User459282	Family_Size	Family_Size2.0
User459282	Var_1	Var_1Cat_6
User461649	Gender	GenderFemale
User461649	Ever_Married	Ever_MarriedYes
User461649	Age	Age51
User461649	everGraduated	GraduatedYes
User461649	Profession	ProfessionArtist
User461649	Work_Experience	Work_Experience3.0
User461649	Spending_Score	Spending_ScoreLow
User461649	Family_Size	Family_Size4.0
User461649	Var_1	Var_1Cat_6
User464389	Gender	GenderMale
User464389	Ever_Married	Ever_MarriedYes
User464389	Age	Age73
User464389	everGraduated	GraduatedYes
User464389	Profession	ProfessionArtist
User464389	Work_Experience	Work_Experience1.0
User464389	Spending_Score	Spending_ScoreHigh
User464389	Family_Size	Family_Size2.0
User464389	Var_1	Var_1Cat_2
User464293	Gender	GenderMale
User464293	Ever_Married	Ever_MarriedNo
User464293	Age	Age30
User464293	everGraduated	GraduatedYes
User464293	Profession	ProfessionHealthcare
User464293	Work_Experience	Work_Experience1.0
User464293	Spending_Score	Spending_ScoreLow
User464293	Family_Size	Family_Size4.0
User464293	Var_1	Var_1Cat_6
User465320	Gender	GenderFemale
User465320	Ever_Married	Ever_MarriedYes
User465320	Age	Age65
User465320	everGraduated	GraduatedYes
User465320	Profession	ProfessionLawyer
User465320	Work_Experience	Work_Experience1.0
User465320	Spending_Score	Spending_ScoreAverage
User465320	Family_Size	Family_Size2.0
User465320	Var_1	Var_1Cat_6
User463707	Gender	GenderFemale
User463707	Ever_Married	Ever_MarriedNo
User463707	Age	Age36
User463707	everGraduated	GraduatedNo
User463707	Profession	ProfessionArtist
User463707	Work_Experience	Work_Experience0.0
User463707	Spending_Score	Spending_ScoreLow
User463707	Family_Size	Family_Size1.0
User463707	Var_1	Var_1Cat_5
User465436	Gender	GenderFemale
User465436	Ever_Married	Ever_MarriedNo
User465436	Age	Age25
User465436	everGraduated	GraduatedYes
User465436	Profession	ProfessionHealthcare
User465436	Work_Experience	Work_Experience0.0
User465436	Spending_Score	Spending_ScoreLow
User465436	Family_Size	Family_Size3.0
User465436	Var_1	Var_1Cat_5
User465078	Gender	GenderMale
User465078	Ever_Married	Ever_MarriedYes
User465078	Age	Age43
User465078	everGraduated	GraduatedYes
User465078	Profession	ProfessionExecutive
User465078	Work_Experience	Work_Experience0.0
User465078	Spending_Score	Spending_ScoreHigh
User465078	Family_Size	Family_Size4.0
User465078	Var_1	Var_1Cat_6
User460568	Gender	GenderFemale
User460568	Ever_Married	Ever_MarriedYes
User460568	Age	Age33
User460568	everGraduated	GraduatedYes
User460568	Profession	ProfessionHomemaker
User460568	Work_Experience	Work_Experience0.0
User460568	Spending_Score	Spending_ScoreHigh
User460568	Family_Size	Family_Size2.0
User460568	Var_1	Var_1Cat_3
User459636	Gender	GenderMale
User459636	Ever_Married	Ever_MarriedNo
User459636	Age	Age30
User459636	everGraduated	GraduatedYes
User459636	Profession	ProfessionEntertainment
User459636	Work_Experience	Work_Experience14.0
User459636	Spending_Score	Spending_ScoreLow
User459636	Family_Size	Family_Size1.0
User459636	Var_1	Var_1Cat_6
User460129	Gender	GenderFemale
User460129	Ever_Married	Ever_MarriedNo
User460129	Age	Age25
User460129	everGraduated	GraduatedYes
User460129	Profession	ProfessionEngineer
User460129	Work_Experience	Work_Experience8.0
User460129	Spending_Score	Spending_ScoreLow
User460129	Family_Size	Family_Size2.0
User460129	Var_1	Var_1Cat_6
User465373	Gender	GenderMale
User465373	Ever_Married	Ever_MarriedYes
User465373	Age	Age49
User465373	everGraduated	GraduatedYes
User465373	Profession	ProfessionArtist
User465373	Work_Experience	Work_Experience4.0
User465373	Spending_Score	Spending_ScoreAverage
User465373	Family_Size	Family_Size4.0
User465373	Var_1	Var_1Cat_6
User463966	Gender	GenderFemale
User463966	Ever_Married	Ever_MarriedNo
User463966	Age	Age31
User463966	everGraduated	GraduatedYes
User463966	Profession	ProfessionArtist
User463966	Work_Experience	Work_Experience9.0
User463966	Spending_Score	Spending_ScoreLow
User463966	Family_Size	Family_Size1.0
User463966	Var_1	Var_1Cat_6
User460918	Gender	GenderFemale
User460918	Ever_Married	Ever_MarriedNo
User460918	Age	Age27
User460918	everGraduated	GraduatedYes
User460918	Profession	ProfessionDoctor
User460918	Work_Experience	Work_Experience14.0
User460918	Spending_Score	Spending_ScoreLow
User460918	Family_Size	Family_Size8.0
User460918	Var_1	Var_1Cat_6
User465954	Gender	GenderFemale
User465954	Ever_Married	Ever_MarriedNo
User465954	Age	Age33
User465954	everGraduated	GraduatedYes
User465954	Profession	ProfessionEntertainment
User465954	Work_Experience	Work_Experience11.0
User465954	Spending_Score	Spending_ScoreLow
User465954	Family_Size	Family_Size3.0
User465954	Var_1	Var_1Cat_6
User465153	Gender	GenderMale
User465153	Ever_Married	Ever_MarriedYes
User465153	Age	Age35
User465153	everGraduated	GraduatedYes
User465153	Profession	ProfessionArtist
User465153	Work_Experience	Work_Experience1.0
User465153	Spending_Score	Spending_ScoreAverage
User465153	Family_Size	Family_Size2.0
User465153	Var_1	Var_1Cat_6
User466502	Gender	GenderMale
User466502	Ever_Married	Ever_MarriedNo
User466502	Age	Age19
User466502	everGraduated	GraduatedNo
User466502	Profession	ProfessionHealthcare
User466502	Work_Experience	Work_Experience1.0
User466502	Spending_Score	Spending_ScoreLow
User466502	Family_Size	Family_Size5.0
User466502	Var_1	Var_1Cat_3
User460819	Gender	GenderFemale
User460819	Ever_Married	Ever_MarriedYes
User460819	Age	Age25
User460819	everGraduated	GraduatedNo
User460819	Profession	ProfessionMarketing
User460819	Work_Experience	Work_Experience0.0
User460819	Spending_Score	Spending_ScoreHigh
User460819	Family_Size	Family_Size5.0
User460819	Var_1	Var_1Cat_4
User464993	Gender	GenderMale
User464993	Ever_Married	Ever_MarriedYes
User464993	Age	Age57
User464993	everGraduated	GraduatedNo
User464993	Profession	ProfessionExecutive
User464993	Work_Experience	Work_Experience4.0
User464993	Spending_Score	Spending_ScoreHigh
User464993	Family_Size	Family_Size4.0
User464993	Var_1	Var_1Cat_6
User463103	Gender	GenderMale
User463103	Ever_Married	Ever_MarriedYes
User463103	Age	Age45
User463103	everGraduated	GraduatedNo
User463103	Profession	ProfessionExecutive
User463103	Work_Experience	Work_Experience1.0
User463103	Spending_Score	Spending_ScoreAverage
User463103	Family_Size	Family_Size4.0
User463103	Var_1	Var_1Cat_6
User466302	Gender	GenderFemale
User466302	Ever_Married	Ever_MarriedYes
User466302	Age	Age47
User466302	everGraduated	GraduatedNo
User466302	Profession	ProfessionHomemaker
User466302	Work_Experience	Work_Experience3.0
User466302	Spending_Score	Spending_ScoreHigh
User466302	Family_Size	Family_Size3.0
User466302	Var_1	Var_1Cat_6
User464288	Gender	GenderFemale
User464288	Ever_Married	Ever_MarriedNo
User464288	Age	Age33
User464288	everGraduated	GraduatedYes
User464288	Profession	ProfessionDoctor
User464288	Work_Experience	Work_Experience9.0
User464288	Spending_Score	Spending_ScoreLow
User464288	Family_Size	Family_Size2.0
User464288	Var_1	Var_1Cat_6
User460240	Gender	GenderMale
User460240	Ever_Married	Ever_MarriedYes
User460240	Age	Age45
User460240	everGraduated	GraduatedYes
User460240	Profession	ProfessionArtist
User460240	Work_Experience	Work_Experience3.0
User460240	Spending_Score	Spending_ScoreLow
User460240	Family_Size	Family_Size1.0
User460240	Var_1	Var_1Cat_6
User459188	Gender	GenderMale
User459188	Ever_Married	Ever_MarriedNo
User459188	Age	Age27
User459188	everGraduated	GraduatedNo
User459188	Profession	ProfessionHealthcare
User459188	Work_Experience	Work_Experience1.0
User459188	Spending_Score	Spending_ScoreLow
User459188	Family_Size	Family_Size3.0
User459188	Var_1	Var_1Cat_6
User465411	Gender	GenderFemale
User465411	Ever_Married	Ever_MarriedYes
User465411	Age	Age38
User465411	everGraduated	GraduatedYes
User465411	Profession	ProfessionEngineer
User465411	Work_Experience	Work_Experience0.0
User465411	Spending_Score	Spending_ScoreLow
User465411	Family_Size	Family_Size1.0
User465411	Var_1	Var_1Cat_5
User465595	Gender	GenderFemale
User465595	Ever_Married	Ever_MarriedNo
User465595	Age	Age38
User465595	everGraduated	GraduatedNo
User465595	Profession	ProfessionEngineer
User465595	Work_Experience	Work_Experience0.0
User465595	Spending_Score	Spending_ScoreLow
User465595	Family_Size	Family_Size3.0
User465595	Var_1	Var_1Cat_4
User466021	Gender	GenderMale
User466021	Ever_Married	Ever_MarriedNo
User466021	Age	Age87
User466021	everGraduated	GraduatedNo
User466021	Profession	ProfessionLawyer
User466021	Work_Experience	Work_Experience1.0
User466021	Spending_Score	Spending_ScoreLow
User466021	Family_Size	Family_Size1.0
User466021	Var_1	Var_1Cat_6
User461831	Gender	GenderMale
User461831	Ever_Married	Ever_MarriedNo
User461831	Age	Age30
User461831	everGraduated	GraduatedYes
User461831	Profession	ProfessionDoctor
User461831	Work_Experience	Work_Experience0.0
User461831	Spending_Score	Spending_ScoreLow
User461831	Family_Size	Family_Size3.0
User461831	Var_1	Var_1Cat_6
User462556	Gender	GenderMale
User462556	Ever_Married	Ever_MarriedYes
User462556	Age	Age57
User462556	everGraduated	GraduatedYes
User462556	Profession	ProfessionEntertainment
User462556	Work_Experience	Work_Experience0.0
User462556	Spending_Score	Spending_ScoreAverage
User462556	Family_Size	Family_Size7.0
User462556	Var_1	Var_1Cat_5
User467321	Gender	GenderFemale
User467321	Ever_Married	Ever_MarriedYes
User467321	Age	Age63
User467321	everGraduated	GraduatedYes
User467321	Profession	ProfessionArtist
User467321	Work_Experience	Work_Experience9.0
User467321	Spending_Score	Spending_ScoreLow
User467321	Family_Size	Family_Size2.0
User467321	Var_1	Var_1Cat_6
User459327	Gender	GenderMale
User459327	Ever_Married	Ever_MarriedNo
User459327	Age	Age50
User459327	everGraduated	GraduatedNo
User459327	Profession	ProfessionDoctor
User459327	Work_Experience	Work_Experience9.0
User459327	Spending_Score	Spending_ScoreLow
User459327	Family_Size	Family_Size3.0
User459327	Var_1	Var_1Cat_6
User461626	Gender	GenderMale
User461626	Ever_Married	Ever_MarriedYes
User461626	Age	Age68
User461626	everGraduated	GraduatedYes
User461626	Profession	ProfessionExecutive
User461626	Work_Experience	Work_Experience0.0
User461626	Spending_Score	Spending_ScoreHigh
User461626	Family_Size	Family_Size2.0
User461626	Var_1	Var_1Cat_6
User463337	Gender	GenderFemale
User463337	Ever_Married	Ever_MarriedYes
User463337	Age	Age33
User463337	everGraduated	GraduatedNo
User463337	Profession	ProfessionEntertainment
User463337	Work_Experience	Work_Experience1.0
User463337	Spending_Score	Spending_ScoreLow
User463337	Family_Size	Family_Size2.0
User463337	Var_1	Var_1Cat_3
User467615	Gender	GenderFemale
User467615	Ever_Married	Ever_MarriedYes
User467615	Age	Age37
User467615	everGraduated	GraduatedYes
User467615	Profession	ProfessionDoctor
User467615	Work_Experience	Work_Experience0.0
User467615	Spending_Score	Spending_ScoreLow
User467615	Family_Size	Family_Size2.0
User467615	Var_1	Var_1Cat_6
User463597	Gender	GenderFemale
User463597	Ever_Married	Ever_MarriedNo
User463597	Age	Age25
User463597	everGraduated	GraduatedNo
User463597	Profession	ProfessionEngineer
User463597	Work_Experience	Work_Experience0.0
User463597	Spending_Score	Spending_ScoreLow
User463597	Family_Size	Family_Size6.0
User463597	Var_1	Var_1Cat_6
User463784	Gender	GenderFemale
User463784	Ever_Married	Ever_MarriedNo
User463784	Age	Age29
User463784	everGraduated	GraduatedNo
User463784	Profession	ProfessionEngineer
User463784	Work_Experience	Work_Experience0.0
User463784	Spending_Score	Spending_ScoreLow
User463784	Family_Size	Family_Size5.0
User463784	Var_1	Var_1Cat_4
User459513	Gender	GenderFemale
User459513	Ever_Married	Ever_MarriedNo
User459513	Age	Age32
User459513	everGraduated	GraduatedYes
User459513	Profession	ProfessionHealthcare
User459513	Work_Experience	Work_Experience3.0
User459513	Spending_Score	Spending_ScoreLow
User459513	Family_Size	Family_Size2.0
User459513	Var_1	Var_1Cat_6
User465804	Gender	GenderFemale
User465804	Ever_Married	Ever_MarriedYes
User465804	Age	Age68
User465804	everGraduated	GraduatedNo
User465804	Profession	ProfessionEngineer
User465804	Work_Experience	Work_Experience0.0
User465804	Spending_Score	Spending_ScoreLow
User465804	Family_Size	Family_Size1.0
User465804	Var_1	Var_1Cat_4
User465103	Gender	GenderMale
User465103	Ever_Married	Ever_MarriedYes
User465103	Age	Age86
User465103	everGraduated	GraduatedYes
User465103	Profession	ProfessionLawyer
User465103	Work_Experience	Work_Experience1.0
User465103	Spending_Score	Spending_ScoreHigh
User465103	Family_Size	Family_Size2.0
User465103	Var_1	Var_1Cat_6
User464007	Gender	GenderMale
User464007	Ever_Married	Ever_MarriedYes
User464007	Age	Age49
User464007	everGraduated	GraduatedYes
User464007	Profession	ProfessionArtist
User464007	Work_Experience	Work_Experience0.0
User464007	Spending_Score	Spending_ScoreLow
User464007	Family_Size	Family_Size3.0
User464007	Var_1	Var_1Cat_6
User463060	Gender	GenderFemale
User463060	Ever_Married	Ever_MarriedYes
User463060	Age	Age32
User463060	everGraduated	GraduatedYes
User463060	Profession	ProfessionHomemaker
User463060	Work_Experience	Work_Experience12.0
User463060	Spending_Score	Spending_ScoreHigh
User463060	Family_Size	Family_Size2.0
User463060	Var_1	Var_1Cat_6
User461359	Gender	GenderMale
User461359	Ever_Married	Ever_MarriedYes
User461359	Age	Age28
User461359	everGraduated	GraduatedYes
User461359	Profession	ProfessionHealthcare
User461359	Work_Experience	Work_Experience1.0
User461359	Spending_Score	Spending_ScoreLow
User461359	Family_Size	Family_Size4.0
User461359	Var_1	Var_1Cat_7
User465014	Gender	GenderMale
User465014	Ever_Married	Ever_MarriedYes
User465014	Age	Age83
User465014	everGraduated	GraduatedNo
User465014	Profession	ProfessionLawyer
User465014	Work_Experience	Work_Experience1.0
User465014	Spending_Score	Spending_ScoreLow
User465014	Family_Size	Family_Size1.0
User465014	Var_1	Var_1Cat_6
User459100	Gender	GenderFemale
User459100	Ever_Married	Ever_MarriedNo
User459100	Age	Age63
User459100	everGraduated	GraduatedYes
User459100	Profession	ProfessionArtist
User459100	Work_Experience	Work_Experience14.0
User459100	Spending_Score	Spending_ScoreLow
User459100	Family_Size	Family_Size1.0
User459100	Var_1	Var_1Cat_6
User464083	Gender	GenderMale
User464083	Ever_Married	Ever_MarriedYes
User464083	Age	Age65
User464083	everGraduated	GraduatedNo
User464083	Profession	ProfessionLawyer
User464083	Work_Experience	Work_Experience0.0
User464083	Spending_Score	Spending_ScoreHigh
User464083	Family_Size	Family_Size2.0
User464083	Var_1	Var_1Cat_6
User464552	Gender	GenderFemale
User464552	Ever_Married	Ever_MarriedYes
User464552	Age	Age38
User464552	everGraduated	GraduatedYes
User464552	Profession	ProfessionArtist
User464552	Work_Experience	Work_Experience1.0
User464552	Spending_Score	Spending_ScoreAverage
User464552	Family_Size	Family_Size3.0
User464552	Var_1	Var_1Cat_4
User460218	Gender	GenderMale
User460218	Ever_Married	Ever_MarriedYes
User460218	Age	Age61
User460218	everGraduated	GraduatedYes
User460218	Profession	ProfessionEntertainment
User460218	Work_Experience	Work_Experience1.0
User460218	Spending_Score	Spending_ScoreLow
User460218	Family_Size	Family_Size1.0
User460218	Var_1	Var_1Cat_6
User460297	Gender	GenderFemale
User460297	Ever_Married	Ever_MarriedYes
User460297	Age	Age46
User460297	everGraduated	GraduatedYes
User460297	Profession	ProfessionArtist
User460297	Work_Experience	Work_Experience8.0
User460297	Spending_Score	Spending_ScoreLow
User460297	Family_Size	Family_Size2.0
User460297	Var_1	Var_1Cat_6
User467171	Gender	GenderFemale
User467171	Ever_Married	Ever_MarriedNo
User467171	Age	Age30
User467171	everGraduated	GraduatedYes
User467171	Profession	ProfessionDoctor
User467171	Work_Experience	Work_Experience1.0
User467171	Spending_Score	Spending_ScoreLow
User467171	Family_Size	Family_Size2.0
User467171	Var_1	Var_1Cat_6
User464023	Gender	GenderMale
User464023	Ever_Married	Ever_MarriedNo
User464023	Age	Age22
User464023	everGraduated	GraduatedNo
User464023	Profession	ProfessionHealthcare
User464023	Work_Experience	Work_Experience0.0
User464023	Spending_Score	Spending_ScoreLow
User464023	Family_Size	Family_Size5.0
User464023	Var_1	Var_1Cat_7
User467929	Gender	GenderFemale
User467929	Ever_Married	Ever_MarriedYes
User467929	Age	Age42
User467929	everGraduated	GraduatedYes
